return_level,return_periods,year,y,lon,lat,type
18.5327159263316,5,1980,24.3,11.4417,59.7138,bgev_year
22.3252574034372,10,1980,24.3,11.4417,59.7138,bgev_year
27.4779997651861,25,1980,24.3,11.4417,59.7138,bgev_year
31.5792979904842,50,1980,24.3,11.4417,59.7138,bgev_year
35.9012916567467,100,1980,24.3,11.4417,59.7138,bgev_year
40.4714892847587,200,1980,24.3,11.4417,59.7138,bgev_year
13.9714122275053,2,1980,24.3,11.4417,59.7138,bgev_base
19.2551549356471,5,1980,24.3,11.4417,59.7138,bgev_base
23.0605564906974,10,1980,24.3,11.4417,59.7138,bgev_base
28.2493921094956,25,1980,24.3,11.4417,59.7138,bgev_base
32.3937874745694,50,1980,24.3,11.4417,59.7138,bgev_base
36.7741343848707,100,1980,24.3,11.4417,59.7138,bgev_base
41.4196814766718,200,1980,24.3,11.4417,59.7138,bgev_base
11.9263208603856,2,1980,24.3,11.4417,59.7138,gev
17.3037870175037,5,1980,24.3,11.4417,59.7138,gev
23.4460903631611,10,1980,24.3,11.4417,59.7138,gev
36.3178596556301,25,1980,24.3,11.4417,59.7138,gev
51.7711728741124,50,1980,24.3,11.4417,59.7138,gev
74.9628492351809,100,1980,24.3,11.4417,59.7138,gev
109.821080978592,200,1980,24.3,11.4417,59.7138,gev
12.199644516766,2,1981,35.6,11.4417,59.7138,bgev_year
17.46369442135,5,1981,35.6,11.4417,59.7138,bgev_year
21.2220049078246,10,1981,35.6,11.4417,59.7138,bgev_year
26.3061745006233,25,1981,35.6,11.4417,59.7138,bgev_year
30.3359925485977,50,1981,35.6,11.4417,59.7138,bgev_year
34.5675540148312,100,1981,35.6,11.4417,59.7138,bgev_year
39.0262970052378,200,1981,35.6,11.4417,59.7138,bgev_year
13.9551009991026,2,1981,35.6,11.4417,59.7138,bgev_base
19.2348745719675,5,1981,35.6,11.4417,59.7138,bgev_base
23.0258630206919,10,1981,35.6,11.4417,59.7138,bgev_base
28.1807599796072,25,1981,35.6,11.4417,59.7138,bgev_base
32.2870554140921,50,1981,35.6,11.4417,59.7138,bgev_base
36.6172628794494,100,1981,35.6,11.4417,59.7138,bgev_base
41.1992479814167,200,1981,35.6,11.4417,59.7138,bgev_base
12.1948263457917,2,1981,35.6,11.4417,59.7138,gev
16.9625861115127,5,1981,35.6,11.4417,59.7138,gev
21.606620898426,10,1981,35.6,11.4417,59.7138,gev
29.9765391604893,25,1981,35.6,11.4417,59.7138,gev
38.7011088025813,50,1981,35.6,11.4417,59.7138,gev
50.286750138768,100,1981,35.6,11.4417,59.7138,gev
65.7051969804049,200,1981,35.6,11.4417,59.7138,gev
12.8097130978441,2,1982,16.2,11.4417,59.7138,bgev_year
17.9756066248732,5,1982,16.2,11.4417,59.7138,bgev_year
21.6796702281306,10,1982,16.2,11.4417,59.7138,bgev_year
26.7100023834128,25,1982,16.2,11.4417,59.7138,bgev_year
30.7121779306202,50,1982,16.2,11.4417,59.7138,bgev_year
34.9281982286989,100,1982,16.2,11.4417,59.7138,bgev_year
39.3847421140932,200,1982,16.2,11.4417,59.7138,bgev_year
14.032229074921,2,1982,16.2,11.4417,59.7138,bgev_base
19.3299231565208,5,1982,16.2,11.4417,59.7138,bgev_base
23.1426222465571,10,1982,16.2,11.4417,59.7138,bgev_base
28.3379999157976,25,1982,16.2,11.4417,59.7138,bgev_base
32.4849925385878,50,1982,16.2,11.4417,59.7138,bgev_base
36.865720323793,100,1982,16.2,11.4417,59.7138,bgev_base
41.5091790511394,200,1982,16.2,11.4417,59.7138,bgev_base
11.9057146250254,2,1982,16.2,11.4417,59.7138,gev
18.2308689256274,5,1982,16.2,11.4417,59.7138,gev
26.4368169842122,10,1982,16.2,11.4417,59.7138,gev
45.8718930131512,25,1982,16.2,11.4417,59.7138,gev
72.0061248157699,50,1982,16.2,11.4417,59.7138,gev
115.300249378618,100,1982,16.2,11.4417,59.7138,gev
187.093929317816,200,1982,16.2,11.4417,59.7138,gev
12.360588275014,2,1983,12.4,11.4417,59.7138,bgev_year
17.5099142034111,5,1983,12.4,11.4417,59.7138,bgev_year
21.1716016123734,10,1983,12.4,11.4417,59.7138,bgev_year
26.1070455032506,25,1983,12.4,11.4417,59.7138,bgev_year
30.0052252141583,50,1983,12.4,11.4417,59.7138,bgev_year
34.08630195592,100,1983,12.4,11.4417,59.7138,bgev_year
38.3736760981572,200,1983,12.4,11.4417,59.7138,bgev_year
14.0005744678661,2,1983,12.4,11.4417,59.7138,bgev_base
19.2957671424532,5,1983,12.4,11.4417,59.7138,bgev_base
23.1095415172663,10,1983,12.4,11.4417,59.7138,bgev_base
28.3099506705512,25,1983,12.4,11.4417,59.7138,bgev_base
32.4637109666567,50,1983,12.4,11.4417,59.7138,bgev_base
36.8540648936885,100,1983,12.4,11.4417,59.7138,bgev_base
41.5103397374637,200,1983,12.4,11.4417,59.7138,bgev_base
10.3467109928869,2,1983,12.4,11.4417,59.7138,gev
14.5485499713439,5,1983,12.4,11.4417,59.7138,gev
17.9329681147753,10,1983,12.4,11.4417,59.7138,gev
23.04508729969,25,1983,12.4,11.4417,59.7138,gev
27.5505074266612,50,1983,12.4,11.4417,59.7138,gev
32.7298488702912,100,1983,12.4,11.4417,59.7138,gev
38.7015169618587,200,1983,12.4,11.4417,59.7138,gev
13.2490658389883,2,1984,8.6,11.4417,59.7138,bgev_year
18.3452031796886,5,1984,8.6,11.4417,59.7138,bgev_year
21.997319959382,10,1984,8.6,11.4417,59.7138,bgev_year
26.9547237344986,25,1984,8.6,11.4417,59.7138,bgev_year
30.8970467938418,50,1984,8.6,11.4417,59.7138,bgev_year
35.0483756622525,100,1984,8.6,11.4417,59.7138,bgev_year
39.4348131640422,200,1984,8.6,11.4417,59.7138,bgev_year
14.1083375740084,2,1984,8.6,11.4417,59.7138,bgev_base
19.3565821964511,5,1984,8.6,11.4417,59.7138,bgev_base
23.1325278013185,10,1984,8.6,11.4417,59.7138,bgev_base
28.2763797715712,25,1984,8.6,11.4417,59.7138,bgev_base
32.3811314323262,50,1984,8.6,11.4417,59.7138,bgev_base
36.7162366044997,100,1984,8.6,11.4417,59.7138,bgev_base
41.3102817304727,200,1984,8.6,11.4417,59.7138,bgev_base
13.0588591204667,2,1984,8.6,11.4417,59.7138,gev
18.9378272805072,5,1984,8.6,11.4417,59.7138,gev
24.9744563798535,10,1984,8.6,11.4417,59.7138,gev
36.4081905913798,25,1984,8.6,11.4417,59.7138,gev
48.8966173710076,50,1984,8.6,11.4417,59.7138,gev
66.1636809885061,100,1984,8.6,11.4417,59.7138,gev
90.0847335846828,200,1984,8.6,11.4417,59.7138,gev
14.1908933097511,2,1985,18.3,11.4417,59.7138,bgev_year
19.3490435895813,5,1985,18.3,11.4417,59.7138,bgev_year
23.0385961207627,10,1985,18.3,11.4417,59.7138,bgev_year
28.038187467198,25,1985,18.3,11.4417,59.7138,bgev_year
32.0074405089143,50,1985,18.3,11.4417,59.7138,bgev_year
36.1812012247211,100,1985,18.3,11.4417,59.7138,bgev_year
40.5851226906199,200,1985,18.3,11.4417,59.7138,bgev_year
13.9724003427193,2,1985,18.3,11.4417,59.7138,bgev_base
19.2716524300654,5,1985,18.3,11.4417,59.7138,bgev_base
23.0912377792842,10,1985,18.3,11.4417,59.7138,bgev_base
28.30315422981,25,1985,18.3,11.4417,59.7138,bgev_base
32.4688723455652,50,1985,18.3,11.4417,59.7138,bgev_base
36.8743572257781,100,1985,18.3,11.4417,59.7138,bgev_base
41.5493094548445,200,1985,18.3,11.4417,59.7138,bgev_base
11.8784502529543,2,1985,18.3,11.4417,59.7138,gev
17.9181975552085,5,1985,18.3,11.4417,59.7138,gev
25.5395998894273,10,1985,18.3,11.4417,59.7138,gev
43.1131249254606,25,1985,18.3,11.4417,59.7138,gev
66.1671827717332,50,1985,18.3,11.4417,59.7138,gev
103.543059789148,100,1985,18.3,11.4417,59.7138,gev
164.205838028767,200,1985,18.3,11.4417,59.7138,gev
13.2571182088748,2,1986,14.4,11.4417,59.7138,bgev_year
18.3837179805789,5,1986,14.4,11.4417,59.7138,bgev_year
22.0032135625711,10,1986,14.4,11.4417,59.7138,bgev_year
26.8501477552337,25,1986,14.4,11.4417,59.7138,bgev_year
30.6544034718602,50,1986,14.4,11.4417,59.7138,bgev_year
34.6158744382316,100,1986,14.4,11.4417,59.7138,bgev_year
38.7554874666839,200,1986,14.4,11.4417,59.7138,bgev_year
14.1922936291549,2,1986,14.4,11.4417,59.7138,bgev_base
19.496213845139,5,1986,14.4,11.4417,59.7138,bgev_base
23.3184518583488,10,1986,14.4,11.4417,59.7138,bgev_base
28.533104363056,25,1986,14.4,11.4417,59.7138,bgev_base
32.7003273342339,50,1986,14.4,11.4417,59.7138,bgev_base
37.1067894799079,100,1986,14.4,11.4417,59.7138,bgev_base
41.7821306405732,200,1986,14.4,11.4417,59.7138,bgev_base
11.977073935861,2,1986,14.4,11.4417,59.7138,gev
18.5421271247704,5,1986,14.4,11.4417,59.7138,gev
27.1477549870324,10,1986,14.4,11.4417,59.7138,gev
47.7342958634835,25,1986,14.4,11.4417,59.7138,gev
75.6731573032607,50,1986,14.4,11.4417,59.7138,gev
122.331121477936,100,1986,14.4,11.4417,59.7138,gev
200.325391381193,200,1986,14.4,11.4417,59.7138,gev
13.3567257515558,2,1987,12.2,11.4417,59.7138,bgev_year
18.5305019832362,5,1987,12.2,11.4417,59.7138,bgev_year
22.2329055345188,10,1987,12.2,11.4417,59.7138,bgev_year
27.2519734852358,25,1987,12.2,11.4417,59.7138,bgev_year
31.2382724887824,50,1987,12.2,11.4417,59.7138,bgev_year
35.4313754181729,100,1987,12.2,11.4417,59.7138,bgev_year
39.8571941984737,200,1987,12.2,11.4417,59.7138,bgev_year
14.051613530925,2,1987,12.2,11.4417,59.7138,bgev_base
19.3522682692874,5,1987,12.2,11.4417,59.7138,bgev_base
23.1588064606836,10,1987,12.2,11.4417,59.7138,bgev_base
28.3355358837585,25,1987,12.2,11.4417,59.7138,bgev_base
32.4597524372109,50,1987,12.2,11.4417,59.7138,bgev_base
36.8093340586933,100,1987,12.2,11.4417,59.7138,bgev_base
41.4123205930193,200,1987,12.2,11.4417,59.7138,bgev_base
12.2475688310638,2,1987,12.2,11.4417,59.7138,gev
18.9108259170982,5,1987,12.2,11.4417,59.7138,gev
27.2016203288283,10,1987,12.2,11.4417,59.7138,gev
46.061264821996,25,1987,12.2,11.4417,59.7138,gev
70.4944989117665,50,1987,12.2,11.4417,59.7138,gev
109.675679608274,100,1987,12.2,11.4417,59.7138,gev
172.580765957572,200,1987,12.2,11.4417,59.7138,gev
13.4123480563062,2,1980,11.8,10.96321,59.2307,bgev_year
18.79453215558,5,1980,11.8,10.96321,59.2307,bgev_year
22.652842557584,10,1980,11.8,10.96321,59.2307,bgev_year
27.8916157949767,25,1980,11.8,10.96321,59.2307,bgev_year
32.0588333660453,50,1980,11.8,10.96321,59.2307,bgev_year
36.4480007733169,100,1980,11.8,10.96321,59.2307,bgev_year
41.0868198903533,200,1980,11.8,10.96321,59.2307,bgev_year
12.0839973870203,2,1980,11.8,10.96321,59.2307,bgev_base
17.4619348033029,5,1980,11.8,10.96321,59.2307,bgev_base
21.3391264927609,10,1980,11.8,10.96321,59.2307,bgev_base
26.6307551522564,25,1980,11.8,10.96321,59.2307,bgev_base
30.8610394054002,50,1980,11.8,10.96321,59.2307,bgev_base
35.3355767028471,100,1980,11.8,10.96321,59.2307,bgev_base
40.0846178298121,200,1980,11.8,10.96321,59.2307,bgev_base
11.4915183819648,2,1980,11.8,10.96321,59.2307,gev
16.7209848609128,5,1980,11.8,10.96321,59.2307,gev
20.3272923813398,10,1980,11.8,10.96321,59.2307,gev
25.0546995679127,25,1980,11.8,10.96321,59.2307,gev
28.6893285498931,50,1980,11.8,10.96321,59.2307,gev
32.4082862398769,100,1980,11.8,10.96321,59.2307,gev
36.2272084636234,200,1980,11.8,10.96321,59.2307,gev
