wetterdays_JJA,precip_JJA,y,lon,lat,temp_JJA,masl,year,mu,sigma,xi,clim_mean,clim_sd,loc_gev,scale_gev,shape_gev,year_specific,spatial
17,247.44691945437,22.6,10.2553,59.1845,15.8514206365608,88,1980,-0.180411280798204,0.630128716749319,0.092100593458055,13.1477441462022,6.99836669064912,12.9509649062471,4.51501139971936,0.001,TRUE,FALSE
18,243.37011632987,9.4,10.254001,59.123797,16.0002238670302,70,1980,-0.172846310798927,0.631626346302997,0.0919873026694222,13.1477441462022,6.99836669064912,13.4494878226411,3.28651155003279,0.43361846668009,TRUE,FALSE
23,257.932559452275,13.4,9.6663,59.1405,15.0456223217491,4,1980,-0.243538486194812,0.628273565596469,0.0924695625901778,13.1477441462022,6.99836669064912,10.279216193966,2.97178200817604,0.93620629664493,TRUE,FALSE
16,247.533042155665,13,9.59829,59.1905,14.7040277561043,22,1980,-0.291423278912771,0.626695312859918,0.0926158679775736,13.1477441462022,6.99836669064912,12.6116083984519,4.64109647210714,0.147129186343148,TRUE,FALSE
18,272.383126523973,12.6,9.1723,59.3885,13.5007206857903,26,1980,-0.366717384782818,0.619666283428396,0.0933154157850663,13.1477441462022,6.99836669064912,15.9684993478361,5.53481605041791,0.0171791463799065,TRUE,FALSE
22,318.61283777853,18.2,8.7595,58.468,15.3835855390187,44,1980,-0.116036803271954,0.640401655559142,0.0918990148256347,13.1477441462022,6.99836669064912,15.4988171877372,2.58969013686783,0.827966407334927,TRUE,FALSE
20,312.86180875859,8.3,8.58329,58.3383,15.3378107666618,15,1980,-0.130215975805033,0.642735170736462,0.0917899919124392,13.1477441462022,6.99836669064912,13.7471132080482,2.70598000908372,0.559025757356479,TRUE,FALSE
21,317.810491613265,14.7,8.051999,58.150197,15.0354780983407,12,1980,-0.143980597250437,0.644738486508422,0.0918433870006276,13.1477441462022,6.99836669064912,11.5627137690285,3.56981940962382,0.001,TRUE,FALSE
26,396.120551748873,17.6,7.491201,59.106702,10.0666957821062,443,1980,-0.398851029514769,0.618247303312476,0.0940744015297782,13.1477441462022,6.99836669064912,12.1418974080973,5.01828224357021,0.00099999999999989,TRUE,FALSE
25,328.887068147854,15.5,5.75919,58.866202,14.2048081540227,19,1980,-0.256146153617286,0.615554987477157,0.0949501936590991,13.1477441462022,6.99836669064912,11.4536832276446,2.490629524565,0.282366965880741,TRUE,FALSE
22,261.569056016889,10,5.257178,59.268299,14.5907678888694,19,1980,-0.338406641254773,0.603125407080496,0.0960923153859602,13.1477441462022,6.99836669064912,7.36629342768652,2.90995682135239,0.0787068083000056,TRUE,FALSE
24,448.535516676788,13.4,6.016683,59.854695,12.5825481615153,38,1980,-0.284452577839834,0.592437170820557,0.0966137395661177,13.1477441462022,6.99836669064912,7.06149476191293,2.47097904027098,0.0500569887419885,TRUE,FALSE
13,204.731676023247,4.6,7.224591,61.932198,8.55526478129317,201,1980,-0.958258184765458,0.547309294543446,0.0995985520557663,13.1477441462022,6.99836669064912,10.0216837148342,2.57906385637573,0.0175858477580429,TRUE,FALSE
20,269.336109747555,9.8,6.347282,62.465798,12.975889921745,55,1980,-0.602042159381444,0.529901694319319,0.101276140338762,13.1477441462022,6.99836669064912,13.4362333131583,4.27407210715382,0.105079145776748,TRUE,FALSE
19,312.142780847159,7.2,7.22749,62.7413,13.183031423179,5,1980,-0.549067905471615,0.527483097759505,0.101119647094425,13.1477441462022,6.99836669064912,11.3607424590173,3.1021101270475,0.302478824334946,TRUE,FALSE
12,154.227798076934,10.2,10.43031,63.4225,14.3742314946423,113,1980,-0.626503515456749,0.526550287528985,0.0999453473356596,13.1477441462022,6.99836669064912,12.584436803264,6.48713562056986,0.097058424610138,TRUE,FALSE
12,157.485075575386,13.8,10.42581,63.396,14.3503995649232,138,1980,-0.618274805042693,0.52717777639282,0.099898906902547,13.1477441462022,6.99836669064912,11.8528875471811,3.74020598170796,0.001,TRUE,FALSE
12,143.364416211688,16.3,12.26749,64.6038,13.5163941453409,22,1980,-0.760189438413688,0.506646164890315,0.100760152622162,13.1477441462022,6.99836669064912,10.2002080239809,5.20680662609044,0.00605311832856241,TRUE,FALSE
14,179.61503196141,7.2,13.71301,64.4473,12.1488516110534,462,1980,-0.7060902785708,0.517582687537806,0.0993566786170461,13.1477441462022,6.99836669064912,10.379519902203,3.60038726338885,0.199986982086836,TRUE,FALSE
12,172.87840226321,8,15.30279,66.975,11.3178048483451,26,1980,-0.976672316583856,0.463576305748931,0.102896163750317,13.1477441462022,6.99836669064912,11.1060589756086,5.52464083289334,0.001,TRUE,FALSE
5,131.956009531786,5,18.5437,69.0577,11.7614137251338,76,1980,-1.0569961358181,0.428642514896702,0.104331288937246,13.1477441462022,6.99836669064912,10.9432891245232,2.28833982246851,0.565080381865183,TRUE,FALSE
5,79.1978963864381,6.4,25.481757,69.468298,11.4671682142347,155,1980,-1.05502714030268,0.45242167930835,0.0997822998101548,13.1477441462022,6.99836669064912,13.964778764496,1.31123905806276,0.222219774886243,TRUE,FALSE
4,58.2890691795537,4.8,29.898316,69.725486,10.7305929426634,89,1980,-1.10447620779948,0.467735326719011,0.0968786679660615,13.1477441462022,6.99836669064912,11.4211479317902,3.95064235936117,0.001,TRUE,FALSE
17,246.288050907603,12,11.3759,59.1231,15.5419494217168,10,1980,-0.196423690415487,0.653538079830393,0.0936322309366365,13.1477441462022,6.99836669064912,8.99361347712216,2.97155492089873,0.275536351476828,FALSE,FALSE
21,292.822274184649,24.3,11.4417,59.7138,14.6963353881433,139,1980,-0.31972927664793,0.643212115805,0.093140603857574,13.1477441462022,6.99836669064912,10.8276076578344,2.68529211730701,0.590014446945516,FALSE,FALSE
16,237.070914143997,11.8,10.96321,59.2307,16.1524997170253,30,1980,-0.221144607847908,0.65010471564963,0.0945393673141132,13.1477441462022,6.99836669064912,9.85466642526361,4.43066645295519,0.0433046288921619,FALSE,FALSE
20,283.797386431538,11.6,11.16601,59.5872,15.2038478425444,141,1980,-0.312583533889405,0.644471669561846,0.0938599012050184,13.1477441462022,6.99836669064912,8.49828683266371,4.17557787647075,0.0105924422380463,FALSE,FALSE
18,282.573735094622,15.7,11.047001,59.976504,14.914250591138,114,1980,-0.332456946298443,0.63707596950139,0.0939169760185015,13.1477441462022,6.99836669064912,10.7440166416628,3.52498112111158,0.153419326148263,FALSE,FALSE
21,269.881114653542,21.8,11.0743,60.1883,14.4905720890699,202,1980,-0.400113498131266,0.633386614164681,0.0937320041074728,13.1477441462022,6.99836669064912,9.84148879979764,1.94901865788476,0.001,FALSE,FALSE
17,281.526833754555,8.4,10.66319,60.8,13.6603959057605,240,1980,-0.478811728027792,0.620957256659235,0.094347669199308,13.1477441462022,6.99836669064912,11.1016640729866,3.33615063224768,0.001,FALSE,FALSE
20,287.990830835165,9.6,11.095,60.8002,14.1886491886128,141,1980,-0.418838332997993,0.622512138792232,0.0933341221744815,13.1477441462022,6.99836669064912,9.11168709659593,3.14456108589742,0.149357710399662,FALSE,FALSE
24,366.006438956084,15.4,10.4742,61.1208,12.0379984538631,260,1980,-0.519860105162307,0.61453869063154,0.0946080905201891,13.1477441462022,6.99836669064912,8.44252693196899,3.38463674300642,0.0120904699469455,FALSE,FALSE
14,240.391628136286,14.8,7.86,61.9067,7.69419643372259,712,1980,-0.868579430935453,0.591162478097243,0.100294837947261,13.1477441462022,6.99836669064912,8.37258073643856,1.93207649941973,0.000999999999999926,FALSE,FALSE
17,237.882551848314,20.1,10.6887,59.4493,15.9642956832123,40,1980,-0.248525039218038,0.645196162982559,0.0950588394714136,13.1477441462022,6.99836669064912,4.5304882796342,1.30148757633359,0.00099999999999989,FALSE,FALSE
16,240.625879590828,11.9,10.81071,59.6703,15.5464155325873,120,1980,-0.311540510288965,0.641691293762919,0.0946463323135655,13.1477441462022,6.99836669064912,10.3901498717037,6.14175196568569,0.000999999999999446,FALSE,FALSE
20,281.014109747894,19.6,10.9185,59.9683,14.9460866632133,200,1980,-0.381397270322662,0.63675573190207,0.0942232435769521,13.1477441462022,6.99836669064912,10.3674337284128,5.02357988644884,0.117219831674321,FALSE,FALSE
18,263.72101753852,11.4,10.7285,59.91,15.1156618085309,10,1980,-0.271343562241803,0.637107675871375,0.0947024427637198,13.1477441462022,6.99836669064912,9.48831585215054,3.46690638823643,0.001,FALSE,FALSE
23,272.021368371625,44.7,10.7202,59.9423,14.939918646681,94,1980,-0.321486129636284,0.636500143779667,0.0947034840757374,13.1477441462022,6.99836669064912,12.1209403984093,4.57884132395671,0.001,FALSE,FALSE
17,245.836435405093,11.6,10.51219,59.9058,14.9814911330509,67,1980,-0.305194759124465,0.636396925105659,0.095212507253232,13.1477441462022,6.99836669064912,15.1263965786335,3.9171482454704,0.0321254037059761,FALSE,FALSE
22,264.964308588425,16,10.62269,59.94046,14.8689267023493,123,1980,-0.33860957901783,0.636178850806557,0.0949333847072969,13.1477441462022,6.99836669064912,13.0921585262591,4.06286722431053,0.255568867636476,FALSE,FALSE
16,237.78417993527,10.2,10.2478,60.15,14.1931219869656,140,1980,-0.370140917391964,0.631074752734769,0.0956936147216689,13.1477441462022,6.99836669064912,14.1462640629185,4.68819634490128,0.246632942389641,FALSE,FALSE
19,260.367949280215,7.8,9.122,60.5685,10.8614844318273,167,1980,-0.432968266272422,0.619537116548571,0.0980969028241427,13.1477441462022,6.99836669064912,13.5567687203436,4.16494041188081,0.001,FALSE,FALSE
11,186.370407041324,18.7,10.202,59.7372,14.7589829117003,3,1980,-0.25761339295654,0.638281701846905,0.0960367495889345,13.1477441462022,6.99836669064912,11.9466119673514,3.69471207434733,0.0571031640660376,FALSE,FALSE
17,247.44691945437,22.6,10.2553,59.1845,15.8514206365608,88,1980,-0.256796345732807,0.648343969791391,0.0962271638009164,13.1477441462022,6.99836669064912,12.9509649062471,4.51501139971936,0.001,FALSE,FALSE
18,243.37011632987,9.4,10.254001,59.123797,16.0002238670302,70,1980,-0.241401787976933,0.649422816216606,0.0962648645005725,13.1477441462022,6.99836669064912,13.4494878226411,3.28651155003279,0.43361846668009,FALSE,FALSE
23,257.932559452275,13.4,9.6663,59.1405,15.0456223217491,4,1980,-0.211582302976319,0.646979743885978,0.0976346296014386,13.1477441462022,6.99836669064912,10.279216193966,2.97178200817604,0.93620629664493,FALSE,FALSE
16,247.533042155665,13,9.59829,59.1905,14.7040277561043,22,1980,-0.2267357987271,0.645840114034054,0.0977657028349857,13.1477441462022,6.99836669064912,12.6116083984519,4.64109647210714,0.147129186343148,FALSE,FALSE
18,272.383126523973,12.6,9.1723,59.3885,13.5007206857903,26,1980,-0.250460171517989,0.640759336550813,0.09865244912034,13.1477441462022,6.99836669064912,15.9684993478361,5.53481605041791,0.0171791463799065,FALSE,FALSE
22,318.61283777853,18.2,8.7595,58.468,15.3835855390187,44,1980,-0.184578455559912,0.655647777787185,0.100146729718751,13.1477441462022,6.99836669064912,15.4988171877372,2.58969013686783,0.827966407334927,FALSE,FALSE
20,312.86180875859,8.3,8.58329,58.3383,15.3378107666618,15,1980,-0.158730866482723,0.657310624048545,0.100634322935471,13.1477441462022,6.99836669064912,13.7471132080482,2.70598000908372,0.559025757356479,FALSE,FALSE
21,317.810491613265,14.7,8.051999,58.150197,15.0354780983407,12,1980,-0.145957677362491,0.658709588553227,0.101988609603622,13.1477441462022,6.99836669064912,11.5627137690285,3.56981940962382,0.001,FALSE,FALSE
26,396.120551748873,17.6,7.491201,59.106702,10.0666957821062,443,1980,-0.477235263936012,0.639666093382813,0.102758753375729,13.1477441462022,6.99836669064912,12.1418974080973,5.01828224357021,0.00099999999999989,FALSE,FALSE
25,328.887068147854,15.5,5.75919,58.866202,14.2048081540227,19,1980,-0.235055788250602,0.637650876101268,0.10696097035289,13.1477441462022,6.99836669064912,11.4536832276446,2.490629524565,0.282366965880741,FALSE,FALSE
22,261.569056016889,10,5.257178,59.268299,14.5907678888694,19,1980,-0.275065766228006,0.628713607214435,0.107909628019097,13.1477441462022,6.99836669064912,7.36629342768652,2.90995682135239,0.0787068083000056,FALSE,FALSE
24,448.535516676788,13.4,6.016683,59.854695,12.5825481615153,38,1980,-0.329234180956193,0.621057072932644,0.105792372730022,13.1477441462022,6.99836669064912,7.06149476191293,2.47097904027098,0.0500569887419885,FALSE,FALSE
13,204.731676023247,4.6,7.224591,61.932198,8.55526478129317,201,1980,-0.5897093567195,0.588452645790643,0.101771550353911,13.1477441462022,6.99836669064912,10.0216837148342,2.57906385637573,0.0175858477580429,FALSE,FALSE
20,269.336109747555,9.8,6.347282,62.465798,12.975889921745,55,1980,-0.562792035218411,0.575855469741773,0.103525940294737,13.1477441462022,6.99836669064912,13.4362333131583,4.27407210715382,0.105079145776748,FALSE,FALSE
19,312.142780847159,7.2,7.22749,62.7413,13.183031423179,5,1980,-0.549853401106839,0.574053244950616,0.101302874492785,13.1477441462022,6.99836669064912,11.3607424590173,3.1021101270475,0.302478824334946,FALSE,FALSE
12,154.227798076934,10.2,10.43031,63.4225,14.3742314946423,113,1980,-0.63788430281281,0.57317807226423,0.093397183150444,13.1477441462022,6.99836669064912,12.584436803264,6.48713562056986,0.097058424610138,FALSE,FALSE
12,157.485075575386,13.8,10.42581,63.396,14.3503995649232,138,1980,-0.649685857075623,0.573636999104036,0.0934228717882443,13.1477441462022,6.99836669064912,11.8528875471811,3.74020598170796,0.001,FALSE,FALSE
12,143.364416211688,16.3,12.26749,64.6038,13.5163941453409,22,1980,-0.671108287070027,0.558437715366279,0.0884110894090168,13.1477441462022,6.99836669064912,10.2002080239809,5.20680662609044,0.00605311832856241,FALSE,FALSE
14,179.61503196141,7.2,13.71301,64.4473,12.1488516110534,462,1980,-0.890545667353744,0.566342183374402,0.0851078756658936,13.1477441462022,6.99836669064912,10.379519902203,3.60038726338885,0.199986982086836,FALSE,FALSE
12,172.87840226321,8,15.30279,66.975,11.3178048483451,26,1980,-0.849222143475285,0.526229642179974,0.0799338291605764,13.1477441462022,6.99836669064912,11.1060589756086,5.52464083289334,0.001,FALSE,FALSE
5,131.956009531786,5,18.5437,69.0577,11.7614137251338,76,1980,-1.02595553094466,0.499564866481139,0.0711387031184002,13.1477441462022,6.99836669064912,10.9432891245232,2.28833982246851,0.565080381865183,FALSE,FALSE
5,79.1978963864381,6.4,25.481757,69.468298,11.4671682142347,155,1980,-1.03659372295532,0.516005610912838,0.0546211005259225,13.1477441462022,6.99836669064912,13.964778764496,1.31123905806276,0.222219774886243,FALSE,FALSE
4,58.2890691795537,4.8,29.898316,69.725486,10.7305929426634,89,1980,-0.977614403387744,0.526662057983431,0.0441088798823561,13.1477441462022,6.99836669064912,11.4211479317902,3.95064235936117,0.001,FALSE,FALSE
17,246.288050907603,12,11.3759,59.1231,15.5419494217168,10,1980,-0.221529937416251,0.633777248000045,0.0839134834556247,13.1477441462022,6.99836669064912,8.99361347712216,2.97155492089873,0.275536351476828,TRUE,TRUE
21,292.822274184649,24.3,11.4417,59.7138,14.6963353881433,139,1980,-0.215014830477944,0.615218693737572,0.0853682061512311,13.1477441462022,6.99836669064912,10.8276076578344,2.68529211730701,0.590014446945516,TRUE,TRUE
16,237.070914143997,11.8,10.96321,59.2307,16.1524997170253,30,1980,-0.195507496826967,0.626764730030841,0.0846229534789779,13.1477441462022,6.99836669064912,9.85466642526361,4.43066645295519,0.0433046288921619,TRUE,TRUE
20,283.797386431538,11.6,11.16601,59.5872,15.2038478425444,141,1980,-0.189732879851881,0.616960721371848,0.0853302149282608,13.1477441462022,6.99836669064912,8.49828683266371,4.17557787647075,0.0105924422380463,TRUE,TRUE
18,282.573735094622,15.7,11.047001,59.976504,14.914250591138,114,1980,-0.246350497463548,0.603364743512458,0.0864589055851914,13.1477441462022,6.99836669064912,10.7440166416628,3.52498112111158,0.153419326148263,TRUE,TRUE
21,269.881114653542,21.8,11.0743,60.1883,14.4905720890699,202,1980,-0.289573152401662,0.596759808769245,0.0869766184621657,13.1477441462022,6.99836669064912,9.84148879979764,1.94901865788476,0.001,TRUE,TRUE
17,281.526833754555,8.4,10.66319,60.8,13.6603959057605,240,1980,-0.390648177555516,0.573552219577488,0.0889846591087471,13.1477441462022,6.99836669064912,11.1016640729866,3.33615063224768,0.001,TRUE,TRUE
20,287.990830835165,9.6,11.095,60.8002,14.1886491886128,141,1980,-0.359012497916279,0.57720948701755,0.0885332257098373,13.1477441462022,6.99836669064912,9.11168709659593,3.14456108589742,0.149357710399662,TRUE,TRUE
24,366.006438956084,15.4,10.4742,61.1208,12.0379984538631,260,1980,-0.424371705596213,0.561631463746851,0.0900099023650146,13.1477441462022,6.99836669064912,8.44252693196899,3.38463674300642,0.0120904699469455,TRUE,TRUE
14,240.391628136286,14.8,7.86,61.9067,7.69419643372259,712,1980,-0.913024573893017,0.514381955179221,0.0947730970711382,13.1477441462022,6.99836669064912,8.37258073643856,1.93207649941973,0.000999999999999926,TRUE,TRUE
17,237.882551848314,20.1,10.6887,59.4493,15.9642956832123,40,1980,-0.213171885927148,0.617347846001123,0.0854741010223981,13.1477441462022,6.99836669064912,4.5304882796342,1.30148757633359,0.00099999999999989,TRUE,TRUE
16,240.625879590828,11.9,10.81071,59.6703,15.5464155325873,120,1980,-0.232869582719733,0.611243670706869,0.0859164255195373,13.1477441462022,6.99836669064912,10.3901498717037,6.14175196568569,0.000999999999999446,TRUE,TRUE
20,281.014109747894,19.6,10.9185,59.9683,14.9460866632133,200,1980,-0.22740376936639,0.602535309344414,0.0865722392008498,13.1477441462022,6.99836669064912,10.3674337284128,5.02357988644884,0.117219831674321,TRUE,TRUE
18,263.72101753852,11.4,10.7285,59.91,15.1156618085309,10,1980,-0.266294236251709,0.602799821833228,0.086620727547003,13.1477441462022,6.99836669064912,9.48831585215054,3.46690638823643,0.001,TRUE,TRUE
23,272.021368371625,44.7,10.7202,59.9423,14.939918646681,94,1980,-0.249810778568579,0.601686256990066,0.0867127259897451,13.1477441462022,6.99836669064912,12.1209403984093,4.57884132395671,0.001,TRUE,TRUE
17,245.836435405093,11.6,10.51219,59.9058,14.9814911330509,67,1980,-0.286734032600863,0.601093651536041,0.0868362930119645,13.1477441462022,6.99836669064912,15.1263965786335,3.9171482454704,0.0321254037059761,TRUE,TRUE
22,264.964308588425,16,10.62269,59.94046,14.8689267023493,123,1980,-0.2588171564283,0.600915473505164,0.0868100378658747,13.1477441462022,6.99836669064912,13.0921585262591,4.06286722431053,0.255568867636476,TRUE,TRUE
16,237.78417993527,10.2,10.2478,60.15,14.1931219869656,140,1980,-0.365584586405229,0.590965654810718,0.0877428786055329,13.1477441462022,6.99836669064912,14.1462640629185,4.68819634490128,0.246632942389641,TRUE,TRUE
19,260.367949280215,7.8,9.122,60.5685,10.8614844318273,167,1980,-0.614822772137777,0.567934997514405,0.090000621351263,13.1477441462022,6.99836669064912,13.5567687203436,4.16494041188081,0.001,TRUE,TRUE
11,186.370407041324,18.7,10.202,59.7372,14.7589829117003,3,1980,-0.385662546301835,0.603895870185648,0.0867260803083069,13.1477441462022,6.99836669064912,11.9466119673514,3.69471207434733,0.0571031640660376,TRUE,TRUE
17,247.44691945437,22.6,10.2553,59.1845,15.8514206365608,88,1980,-0.196179978927955,0.622214198653817,0.0852447162263644,13.1477441462022,6.99836669064912,12.9509649062471,4.51501139971936,0.001,TRUE,TRUE
18,243.37011632987,9.4,10.254001,59.123797,16.0002238670302,70,1980,-0.190320428295765,0.624167225174832,0.0850895046611105,13.1477441462022,6.99836669064912,13.4494878226411,3.28651155003279,0.43361846668009,TRUE,TRUE
23,257.932559452275,13.4,9.6663,59.1405,15.0456223217491,4,1980,-0.250928841373079,0.618610622698038,0.0857476975668699,13.1477441462022,6.99836669064912,10.279216193966,2.97178200817604,0.93620629664493,TRUE,TRUE
16,247.533042155665,13,9.59829,59.1905,14.7040277561043,22,1980,-0.295933301247507,0.616413872829703,0.0859478444155748,13.1477441462022,6.99836669064912,12.6116083984519,4.64109647210714,0.147129186343148,TRUE,TRUE
18,272.383126523973,12.6,9.1723,59.3885,13.5007206857903,26,1980,-0.360640183698758,0.606385997681646,0.0869044033133533,13.1477441462022,6.99836669064912,15.9684993478361,5.53481605041791,0.0171791463799065,TRUE,TRUE
22,318.61283777853,18.2,8.7595,58.468,15.3835855390187,44,1980,-0.136409018784663,0.632627425468946,0.0849622118030395,13.1477441462022,6.99836669064912,15.4988171877372,2.58969013686783,0.827966407334927,TRUE,TRUE
20,312.86180875859,8.3,8.58329,58.3383,15.3378107666618,15,1980,-0.151521818812396,0.635321145325916,0.0848121050907864,13.1477441462022,6.99836669064912,13.7471132080482,2.70598000908372,0.559025757356479,TRUE,TRUE
21,317.810491613265,14.7,8.051999,58.150197,15.0354780983407,12,1980,-0.165062408111594,0.636870961540094,0.0848830012972364,13.1477441462022,6.99836669064912,11.5627137690285,3.56981940962382,0.001,TRUE,TRUE
26,396.120551748873,17.6,7.491201,59.106702,10.0666957821062,443,1980,-0.3692983518271,0.601171079550333,0.0879370662451546,13.1477441462022,6.99836669064912,12.1418974080973,5.01828224357021,0.00099999999999989,TRUE,TRUE
25,328.887068147854,15.5,5.75919,58.866202,14.2048081540227,19,1980,-0.255849704613531,0.594199477637921,0.0891295355346895,13.1477441462022,6.99836669064912,11.4536832276446,2.490629524565,0.282366965880741,TRUE,TRUE
22,261.569056016889,10,5.257178,59.268299,14.5907678888694,19,1980,-0.335614943274409,0.576995747791261,0.0906920890965643,13.1477441462022,6.99836669064912,7.36629342768652,2.90995682135239,0.0787068083000056,TRUE,TRUE
24,448.535516676788,13.4,6.016683,59.854695,12.5825481615153,38,1980,-0.279810681921254,0.564581280839939,0.0914096516687888,13.1477441462022,6.99836669064912,7.06149476191293,2.47097904027098,0.0500569887419885,TRUE,TRUE
13,204.731676023247,4.6,7.224591,61.932198,8.55526478129317,201,1980,-0.995278866344871,0.508227301302519,0.0955039079675118,13.1477441462022,6.99836669064912,10.0216837148342,2.57906385637573,0.0175858477580429,TRUE,TRUE
20,269.336109747555,9.8,6.347282,62.465798,12.975889921745,55,1980,-0.704761838544969,0.483855489145067,0.0977984475435437,13.1477441462022,6.99836669064912,13.4362333131583,4.27407210715382,0.105079145776748,TRUE,TRUE
19,312.142780847159,7.2,7.22749,62.7413,13.183031423179,5,1980,-0.664928302032917,0.48244987309131,0.0975877892380266,13.1477441462022,6.99836669064912,11.3607424590173,3.1021101270475,0.302478824334946,TRUE,TRUE
12,154.227798076934,10.2,10.43031,63.4225,14.3742314946423,113,1980,-0.762800016241266,0.487570122270205,0.0959926104381632,13.1477441462022,6.99836669064912,12.584436803264,6.48713562056986,0.097058424610138,TRUE,TRUE
12,157.485075575386,13.8,10.42581,63.396,14.3503995649232,138,1980,-0.754608045900452,0.48837744030466,0.0959289689073565,13.1477441462022,6.99836669064912,11.8528875471811,3.74020598170796,0.001,TRUE,TRUE
12,143.364416211688,16.3,12.26749,64.6038,13.5163941453409,22,1980,-0.87813815045468,0.465318915756366,0.0971166710695466,13.1477441462022,6.99836669064912,10.2002080239809,5.20680662609044,0.00605311832856241,TRUE,TRUE
14,179.61503196141,7.2,13.71301,64.4473,12.1488516110534,462,1980,-0.812040864314014,0.482405600589953,0.0952000730248614,13.1477441462022,6.99836669064912,10.379519902203,3.60038726338885,0.199986982086836,TRUE,TRUE
